Rval = 0x00000000, AmbaDSP_ImgExecuterComponentIF.c, exe_get_next_cr_buffer_hdr_address(), ID = 0, description : test case FILTER_RAW_COMPRESSION CR update OK
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_y2y_cc(), ID = 336, description : test idspdrv_set_color_correction_input_table_reg_y2y ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_y2y_cc(), ID = 337, description : test (p_filters->input_param.use_tone_curve == 1U) false OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_y2y_cc(), ID = 338, description : test (p_filters->input_param.use_cc_for_yuv2yuv == 0U) false OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_y2y_cc(), ID = 339, description : test p_filters->crc_check_list.cc true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_y2y_cc(), ID = 340, description : test _liso_idsp_first_cc_3d ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_y2y_cc(), ID = 341, description : test _liso_idsp_first_cc_3d ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_y2y_cc(), ID = 342, description : test p_filters->crc_check_list.cc true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_y2y_cc(), ID = 343, description : test p_filters->crc_check_list.cc_3d true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_y2y_cc(), ID = 344, description : test p_filters->crc_check_list.cc true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_aaa(), ID = 345, description : test _liso_idsp_first_3a ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_aaa(), ID = 346, description : test _liso_idsp_first_3a ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_aaa(), ID = 347, description : test _liso_idsp_first_3a ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_aaa(), ID = 348, description : test _liso_idsp_first_3a ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_aaa(), ID = 349, description : test _liso_idsp_first_3a ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_aaa(), ID = 350, description : test p_filters->crc_check_list.dgain_vig true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_aaa(), ID = 351, description : test p_filters->crc_check_list.sbp_grgb true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_aaa(), ID = 352, description : test p_filters->crc_check_list.aaa_cfa true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_aaa(), ID = 353, description : test p_filters->crc_check_list.aaa true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_rgb(), ID = 354, description : test _liso_idsp_first_cc_3d ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_rgb(), ID = 355, description : test _liso_idsp_first_cc_3d ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_rgb(), ID = 356, description : test p_filters->crc_check_list.cc_3d true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_rgb(), ID = 357, description : test _liso_idsp_first_pre_cc_gain ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_rgb(), ID = 358, description : test p_filters->crc_check_list.cc false OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_chroma_scale(), ID = 359, description : test _liso_idsp_first_chroma_scale ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_chroma_median(), ID = 360, description : test _liso_idsp_first_chroma_median_filter ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_chroma_median(), ID = 361, description : test _liso_idsp_first_chroma_median_filter ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_chroma_median(), ID = 362, description : test p_filters->crc_check_list.chroma_median true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_set_sec2_chroma_noise(), ID = 363, description : test _liso_idsp_first_chroma_noise_filter ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 364, description : test _liso_idsp_first_luma_processing ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 365, description : test _liso_idsp_first_lnl ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 366, description : test (p_filters->input_param.ability != AMBA_IK_VIDEO_Y2Y) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 367, description : test (p_filters->input_param.ability != AMBA_IK_VIDEO_Y2Y) false OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 368, description : test _liso_idsp_first_lnl ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 369, description : test _liso_idsp_first_lnl ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 370, description : test _liso_idsp_first_lnl ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 371, description : test _liso_idsp_first_main_resampler ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 372, description : test _liso_idsp_first_main_resampler ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 373, description : test _liso_idsp_first_main_resampler ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 374, description : test _liso_idsp_first_main_resampler ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 375, description : test _liso_idsp_first_main_resampler ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 376, description : test p_filters->crc_check_list.vwarp true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 377, description : test p_filters->crc_check_list.chroma_noise true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_yuv(), ID = 378, description : test p_filters->crc_check_list.chroma_resmp true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_set_mctf_mcts(), ID = 379, description : test _ik_calc_mctf ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_set_mctf_mcts(), ID = 380, description : test _ik_calc_mctf ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_set_mctf_mcts(), ID = 381, description : test _ik_calc_mctf ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_set_mctf_mcts(), ID = 382, description : test p_filters->crc_check_list.shpb true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_set_mctf_mcts(), ID = 383, description : test p_filters->crc_check_list.mctf_ref_remap true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_set_mctf_mcts(), ID = 384, description : test if(p_filters->input_param.video_mctf.compression_dither_disable == 0u) false OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_set_mctf_mcts(), ID = 385, description : test _ik_calc_shpb ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_set_mctf_mcts(), ID = 386, description : test _ik_calc_shpb_tc ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_set_mctf_mcts(), ID = 387, description : test p_filters->crc_check_list.shpb_tc true OK case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_set_mctf_mcts(), ID = 388, description : test _ik_calc_flow_depend ring buf error NG case
Rval = 0x01100205, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_set_mctf_mcts(), ID = 389, description : test _ik_calc_flow_depend ring buf error NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_idsp_first_set_mctf_mcts(), ID = 390, description : test p_filters->crc_check_list.shpb_coring true OK case
Rval = 0x01100005, AmbaDSP_ImgExecuterUnitConfig.c, iks_group_cmd_check_addr(), ID = 391, description : test NULL ptr NG case
Rval = 0x01100005, AmbaDSP_ImgExecuterUnitConfig.c, iks_group_cmd_check_addr(), ID = 392, description : test NULL ptr NG case
Rval = 0x01100005, AmbaDSP_ImgExecuterUnitConfig.c, iks_group_cmd_check_addr(), ID = 393, description : test NULL ptr NG case
Rval = 0x01100005, AmbaDSP_ImgExecuterUnitConfig.c, iks_group_cmd_check_addr(), ID = 394, description : test NULL ptr NG case
Rval = 0x01100005, AmbaDSP_ImgExecuterUnitConfig.c, iks_group_cmd_check_addr(), ID = 395, description : test NULL ptr NG case
Rval = 0x01100008, AmbaDSP_ImgExecuterUnitConfig.c, iks_group_cmd_check_addr(), ID = 396, description : test if(p_ability->pipe != AMBA_IK_PIPE_VIDEO) true NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_group_cmd_set_win_calc_addr(), ID = 397, description : test NULL ptr OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_group_cmd_set_win_calc_addr(), ID = 398, description : test non-NULL ptr OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_group_cmd_set_aaa_data(), ID = 399, description : test non-NULL ptr OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_group_cmd_set_aaa_vin_histogram(), ID = 400, description : test non-NULL ptr OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, iks_group_cmd_set_aaa_vin_histogram(), ID = 401, description : test if(p_info->p_in->p_rgb_ir->ir_only == 0U) false OK case
Rval = 0x01100104, AmbaDSP_ImgExecuterUnitConfig.c, liso_exe_calc_geo_settings(), ID = 402, description : test iks_win_calc fail NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_exe_calc_geo_settings(), ID = 403, description : test AMBA_IK_VIDEO_Y2Y OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_exe_calc_geo_settings(), ID = 404, description : test use_cawarp disable OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_exe_calc_geo_settings(), ID = 405, description : test use_cawarp disable OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_exe_calc_geo_settings(), ID = 406, description : test (p_info->p_in->p_warp_buf_info->luma_dma_size != 0u) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_exe_calc_geo_settings(), ID = 407, description : test if(p_info->p_in->p_warp_buf_info != NULL) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_exe_calc_geo_settings(), ID = 408, description : test if(p_info->p_in->p_warp_buf_info->chroma_dma_size != 0u) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitConfig.c, liso_exe_calc_geo_settings(), ID = 409, description : test if(p_info->p_in->yuv_mode == 0u) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, y_video_mctf_auto_2_manual_one_component(), ID = 410, description : test if(p_in_video_mctf->y_advanced_iso_enable == 1U) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, cb_video_mctf_auto_2_manual_one_component(), ID = 411, description : test if(p_in_video_mctf->cb_advanced_iso_enable == 1U) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, cr_video_mctf_auto_2_manual_one_component(), ID = 412, description : test if(p_in_video_mctf->cr_advanced_iso_enable == 1U) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, Added_MCTF_Regs_One_Comp_y(), ID = 413, description : test if (p_in_video_mctf->y_temporal_artifact_guard == 0U) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, Added_MCTF_Regs_One_Comp_cb(), ID = 414, description : test if (p_in_video_mctf->cb_temporal_artifact_guard == 0U) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, Added_MCTF_Regs_One_Comp_cr(), ID = 415, description : test if (p_in_video_mctf->cr_temporal_artifact_guard == 0U) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, video_mctf_auto_to_file(), ID = 416, description : test if (p_in_internal_video_mctf->ta_frames_combine_num1 == 0U) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, video_mctf_level_to_regs(), ID = 417, description : test if (in_video_mctf->y_temporal_max_change_not_t0_t1_level_based == 1U) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, video_mctf_level_to_regs(), ID = 418, description : test if (in_video_mctf->cb_temporal_max_change_not_t0_t1_level_based == 1U) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, video_mctf_level_to_regs(), ID = 419, description : test if (in_video_mctf->cr_temporal_max_change_not_t0_t1_level_based == 1U) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, update_shpb_fir_coeffs_fir1_specify(), ID = 420, description : test case (uint8)SPECIFY_MANUAL_ISO: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, update_shpb_fir_coeffs_fir1_specify(), ID = 421, description : test case (uint8)SPECIFY_PER_DIR_STRENGTHS: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, update_shpb_fir_coeffs_fir1_specify(), ID = 422, description : test fir1->specify default: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, update_shpb_fir_coeffs_fir2_specify(), ID = 423, description : test case (uint8)SPECIFY_MANUAL_ISO: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, update_shpb_fir_coeffs_fir2_specify(), ID = 424, description : test case (uint8)SPECIFY_PER_DIR_STRENGTHS: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, update_shpb_fir_coeffs_fir2_specify(), ID = 425, description : test case (uint8)SPECIFY_MANUAL: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, update_shpb_fir_coeffs_fir2_specify(), ID = 426, description : test fir2->specify default: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, iks_calc_shpb(), ID = 427, description : test if (p_filters->input_param.final_sharpen_both.mode == 2U) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, iks_calc_shpb(), ID = 428, description : test if (p_filters->input_param.final_sharpen_noise.advanced_iso.enable == 1U) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitMCTFAlgo.c, iks_calc_shpb(), ID = 429, description : test if (p_filters->input_param.final_sharpen_fir.pos_fir_artifact_reduce_enable == 1U) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_clamp(), ID = 430, description : test if (x < minimun) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_clamp(), ID = 431, description : test if (x > maximun) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_int64_round(), ID = 432, description : test if (x > 0) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_uint_max(), ID = 433, description : test if (x < y) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_uint_max(), ID = 434, description : test if (x < y) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_shift_int32_left_int32_offset(), ID = 435, description : test if (offset>=0) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_compute_combined_tone_curve(), ID = 436, description : test if (internal_do_not_use_post_tone_curve_for_cdnr == 1) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_set_lnl(), ID = 437, description : test if( p_cdnr->sensor_wb_r != 0u ) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_radius_2_size(), ID = 438, description : test if (s1 > max_size) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_interpolate_from_list(), ID = 439, description : test k < entries false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_map_level(), ID = 440, description : test case 0: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_map_level(), ID = 441, description : test case 1: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_map_level(), ID = 442, description : test case 3: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_map_level(), ID = 443, description : test case 4: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_map_level(), ID = 444, description : test case 5: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_map_level(), ID = 445, description : test default: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_convolve_2_firs_unique_coefs(), ID = 446, description : test if (desired_sum >= 0) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, convolve7x7(), ID = 447, description : test if ((sum + add)>=0) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, print_coring_table(), ID = 448, description : test print_coring_table OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_transpose_direction(), ID = 449, description : test default: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_get_fir_one_dir(), ID = 450, description : test if (HIGH_PASS_INVERTED == t) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_get_fir_one_dir(), ID = 451, description : test if (make_in_bounds >= 1) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_simple_fir_program(), ID = 452, description : test if (control->is9x9 >= 1) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, coring_max_change_lp(), ID = 453, description : test (0 == max_change_down) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, coring_max_change_lp(), ID = 454, description : test (0 == max_change_down) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_make_curve(), ID = 455, description : test if ((array_length-1) == misra_int32_T0) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_iso_to_full(), ID = 456, description : test if (UNIQUE_FIR_COEFS9x9 == (uint32)num_unique) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_iso_to_full(), ID = 457, description : test else OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, update_fir_coeffs_fir1_specify(), ID = 458, description : test if ((uint8)SPECIFY_ISO_DIR_STRENGTH !=  p_TempFir1->specify) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, update_fir_coeffs_fir1_specify(), ID = 459, description : test case (uint8)SPECIFY_MANUAL_ISO: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, update_fir_coeffs_fir1_specify(), ID = 460, description : test case (uint8)SPECIFY_PER_DIR_STRENGTHS: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, update_fir_coeffs_fir1_specify(), ID = 461, description : test default: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, update_fir_coeffs_fir2_specify(), ID = 462, description : test case (uint8)SPECIFY_MANUAL_ISO: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, update_fir_coeffs_fir2_specify(), ID = 463, description : test case (uint8)SPECIFY_PER_DIR_STRENGTHS: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, update_fir_coeffs_fir2_specify(), ID = 464, description : test case (uint8)SPECIFY_MANUAL: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, update_fir_coeffs_fir2_specify(), ID = 465, description : test case default: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_update_fir_coeffs(), ID = 466, description : test if (pShpAFir1Addr==NULL) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_update_fir_coeffs(), ID = 467, description : test if (pShpAFir2Addr==NULL) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_user_asf_struct_2_gui(), ID = 468, description : test case (uint8)SPECIFY_MANUAL_ISO: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_user_asf_struct_2_gui(), ID = 469, description : test case (uint8)SPECIFY_PER_DIR_STRENGTHS: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_user_asf_struct_2_gui(), ID = 470, description : test case (uint8)SPECIFY_MANUAL: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_user_asf_struct_2_gui(), ID = 471, description : test default: OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_double_round(), ID = 472, description : test if (d < 0.0) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, advance_spatial_filter_level_adaptation(), ID = 473, description : test if (shp_mode == (uint8)SHPA) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, advance_spatial_filter_level_adaptation(), ID = 474, description : test if (highiso == 0U) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, advance_spatial_filter_level_adaptation(), ID = 475, description : test if (gui->FiltChroma>=1) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, advance_spatial_filter_level_str_adjust(), ID = 476, description : test if (shp_mode == (uint8)SHPA) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, advance_spatial_filter_level_str_adjust(), ID = 477, description : test if (highiso == 0U) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, advance_spatial_filter_level_str_adjust(), ID = 478, description : test if (gui->FiltChroma>=1) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_set_ircorrect_mul_shift(), ID = 479, description : test (b1 > 511.0) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, get_center_shift_value(), ID = 480, description : test if (temp > 31) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, get_cutoff_value(), ID = 481, description : test (fine_target < 128) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, get_ring_shift_value(), ID = 482, description : test if (tmp_index > 4) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, comp_lev_dep_mul_shift(), ID = 483, description : test if( *p_adjusted_shift > 10 ) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_cfa_noise_filter_auto_to_manual(), ID = 484, description : test if (cnf_manual->shift_center_red < cnf_manual->shift_fine_ring1) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitPostUtility.c, iks_getDirectionalCenterWeightValue(), ID = 485, description : test if (blend_strength < 8) false OK case
Rval = 0x01100005, AmbaDSP_ImgExecuterUnitWindowCalc.c, iks_win_calc(), ID = 486, description : test NULL ptr NG case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitWindowCalc.c, iks_win_calc(), ID = 487, description : test p_info->p_active_window->active_geo.start >= 1 case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitWindowCalc.c, exe_iso_cfg_check_active_win_validataion(), ID = 488, description : test if (p_info->p_active_window->enable == 1UL) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitWindowCalc.c, exe_iso_cfg_check_active_win_validataion(), ID = 489, description : test (start + size) > vin true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitWindowCalc.c, exe_iso_cfg_actual_win_range_check(), ID = 490, description : test p_Act->right_bot > vin true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitWindowCalc.c, exe_iso_cfg_actual_win_range_check(), ID = 491, description : test p_Act->left_top < Compensate true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitWindowCalc.c, exe_stitching_symmetric_calculate(), ID = 492, description : test p_act_win_crop < range true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitWindowCalc.c, exe_stitching_symmetric_calculate(), ID = 493, description : test if(ideal_max_overlap > (p_act_win_crop->left_top_x>>SFT)) false OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitWindowCalc.c, exe_iks_max_cols_protect(), ID = 494, description : test if(p_dmy->start_x < aligned_dma_boud) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitWindowCalc.c, iks_dummy_y_range_check(), ID = 495, description : test if (tmp < 0) true OK case
Rval = 0x00000000, AmbaDSP_ImgExecuterUnitWindowCalc.c, iks_dummy_y_range_check(), ID = 496, description : test CE or HDR OK case
Rval = 0x01100104, AmbaDSP_ImgExecuterUnitWindowCalc.c, iks_win_calc(), ID = 497, description : test dmy win calc fail NG case
